userId,language,mistakePatternId,occurrenceCount,masteryScore,userArchetype
user_322,java,java.NullPointerException,28,0.10,JavaNewbie
user_322,java,java.TypeMismatch,19,0.20,JavaNewbie
user_322,python,python.IndentationError,6,0.67,JavaNewbie
user_323,python,python.ListComprehension,36,0.95,Pythonista
user_323,python,python.AsyncAwait,3,0.87,Pythonista
user_323,cpp,cpp.OffByOne,8,0.56,Pythonista
user_324,cpp,cpp.InfiniteLoop,19,0.21,LogicLooper
user_324,python,python.OffByOne,17,0.23,LogicLooper
user_324,java,java.ArrayIndexOutOfBounds,15,0.29,LogicLooper
user_325,cpp,cpp.PointerErrors,2,0.93,PolyglotPro
user_325,java,java.NullPointerException,2,0.92,PolyglotPro
user_325,python,python.NameError,1,0.94,PolyglotPro
user_326,cpp,cpp.PointerErrors,23,0.14,PointerStruggler
user_326,cpp,cpp.MemoryLeaks,20,0.18,PointerStruggler
user_326,python,python.TypeError,4,0.72,PointerStruggler
user_327,java,java.NullPointerException,29,0.09,JavaNewbie
user_327,java,java.StaticMethods,16,0.26,JavaNewbie
user_327,cpp,cpp.MemoryLeaks,7,0.49,JavaNewbie
user_328,python,python.ListComprehension,37,0.96,Pythonista
user_328,python,python.NameError,6,0.70,Pythonista
user_328,java,java.TypeMismatch,6,0.71,Pythonista
user_329,cpp,cpp.InfiniteLoop,20,0.19,LogicLooper
user_329,python,python.OffByOne,18,0.21,LogicLooper
user_329,java,java.ArrayIndexOutOfBounds,16,0.26,LogicLooper
user_330,java,java.NullPointerException,1,0.96,PolyglotPro
user_330,python,python.AsyncAwait,3,0.88,PolyglotPro
user_330,cpp,cpp.PointerErrors,2,0.90,PolyglotPro
user_331,cpp,cpp.PointerErrors,20,0.19,PointerStruggler
user_331,cpp,cpp.MemoryLeaks,15,0.24,PointerStruggler
user_331,java,java.NullPointerException,8,0.59,PointerStruggler
user_332,java,java.NullPointerException,26,0.12,JavaNewbie
user_332,java,java.TypeMismatch,18,0.21,JavaNewbie
user_332,python,python.NameError,5,0.71,JavaNewbie
user_333,python,python.ListComprehension,34,0.93,Pythonista
user_333,python,python.AsyncAwait,4,0.83,Pythonista
user_333,cpp,cpp.InfiniteLoop,9,0.46,Pythonista
user_334,cpp,cpp.InfiniteLoop,17,0.25,LogicLooper
user_334,python,python.OffByOne,15,0.27,LogicLooper
user_334,java,java.ArrayIndexOutOfBounds,13,0.32,LogicLooper
user_335,cpp,cpp.PointerErrors,1,0.97,PolyglotPro
user_335,python,python.ListComprehension,2,0.93,PolyglotPro
user_335,java,java.StaticMethods,1,0.95,PolyglotPro
user_336,cpp,cpp.PointerErrors,24,0.13,PointerStruggler
user_336,cpp,cpp.MemoryLeaks,21,0.16,PointerStruggler
user_336,python,python.IndentationError,6,0.64,PointerStruggler
user_337,java,java.NullPointerException,30,0.08,JavaNewbie
user_337,java,java.StaticMethods,17,0.24,JavaNewbie
user_337,cpp,cpp.OffByOne,8,0.51,JavaNewbie
user_338,python,python.ListComprehension,38,0.97,Pythonista
user_338,python,python.NameError,7,0.68,Pythonista
user_338,java,java.ArrayIndexOutOfBounds,4,0.79,Pythonista
user_339,cpp,cpp.InfiniteLoop,21,0.17,LogicLooper
user_339,python,python.OffByOne,19,0.19,LogicLooper
user_339,java,java.ArrayIndexOutOfBounds,17,0.24,LogicLooper
user_340,python,python.AsyncAwait,1,0.94,PolyglotPro
user_340,java,java.NullPointerException,2,0.90,PolyglotPro
user_340,cpp,cpp.MemoryLeaks,2,0.89,PolyglotPro
user_341,cpp,cpp.PointerErrors,21,0.18,PointerStruggler
user_341,cpp,cpp.MemoryLeaks,17,0.22,PointerStruggler
user_341,java,java.ArrayIndexOutOfBounds,10,0.54,PointerStruggler
user_342,java,java.NullPointerException,31,0.07,JavaNewbie
user_342,java,java.TypeMismatch,20,0.18,JavaNewbie
user_342,python,python.ValueError,7,0.62,JavaNewbie
user_343,python,python.ListComprehension,39,0.98,Pythonista
user_343,python,python.AsyncAwait,4,0.84,Pythonista
user_343,cpp,cpp.PointerErrors,26,0.11,Pythonista
user_344,cpp,cpp.InfiniteLoop,22,0.16,LogicLooper
user_344,python,python.OffByOne,20,0.18,LogicLooper
user_344,java,java.ArrayIndexOutOfBounds,18,0.23,LogicLooper
user_345,java,java.NullPointerException,1,0.99,PolyglotPro
user_345,cpp,cpp.PointerErrors,3,0.89,PolyglotPro
user_345,python,python.OffByOne,2,0.91,PolyglotPro
user_346,cpp,cpp.PointerErrors,25,0.12,PointerStruggler
user_346,cpp,cpp.MemoryLeaks,22,0.15,PointerStruggler
user_346,python,python.SyntaxError,7,0.62,PointerStruggler
user_347,java,java.NullPointerException,32,0.06,JavaNewbie
user_347,java,java.StaticMethods,18,0.22,JavaNewbie
user_347,cpp,cpp.InfiniteLoop,11,0.42,JavaNewbie
user_348,python,python.ListComprehension,40,0.99,Pythonista
user_348,python,python.NameError,8,0.65,Pythonista
user_348,java,java.NullPointerException,5,0.76,Pythonista
user_349,cpp,cpp.InfiniteLoop,23,0.14,LogicLooper
user_349,python,python.OffByOne,21,0.16,LogicLooper
user_349,java,java.ArrayIndexOutOfBounds,19,0.22,LogicLooper
user_350,python,python.AsyncAwait,2,0.90,PolyglotPro
user_350,java,java.NullPointerException,1,0.95,PolyglotPro
user_350,cpp,cpp.OffByOne,1,0.94,PolyglotPro
user_351,cpp,cpp.PointerErrors,16,0.23,PointerStruggler
user_351,cpp,cpp.MemoryLeaks,12,0.29,PointerStruggler
user_351,java,java.NullPointerException,9,0.56,PointerStruggler
user_352,java,java.NullPointerException,23,0.16,JavaNewbie
user_352,java,java.TypeMismatch,15,0.25,JavaNewbie
user_352,python,python.IndentationError,5,0.72,JavaNewbie
user_353,python,python.ListComprehension,31,0.90,Pythonista
user_353,python,python.AsyncAwait,2,0.89,Pythonista
user_353,cpp,cpp.MemoryLeaks,19,0.18,Pythonista
user_354,cpp,cpp.InfiniteLoop,14,0.30,LogicLooper
user_354,python,python.OffByOne,12,0.33,LogicLooper
user_354,java,java.ArrayIndexOutOfBounds,10,0.39,LogicLooper
user_355,cpp,cpp.PointerErrors,4,0.86,PolyglotPro
user_355,java,java.NullPointerException,2,0.91,PolyglotPro
user_355,python,python.ListComprehension,1,0.97,PolyglotPro
user_356,cpp,cpp.PointerErrors,20,0.19,PointerStruggler
user_356,cpp,cpp.MemoryLeaks,17,0.22,PointerStruggler
user_356,python,python.TypeError,5,0.69,PointerStruggler
user_357,java,java.NullPointerException,25,0.13,JavaNewbie
user_357,java,java.StaticMethods,13,0.30,JavaNewbie
user_357,cpp,cpp.PointerErrors,9,0.47,JavaNewbie
user_358,python,python.ListComprehension,33,0.92,Pythonista
user_358,python,python.NameError,3,0.80,Pythonista
user_358,java,java.TypeMismatch,4,0.78,Pythonista
user_359,cpp,cpp.InfiniteLoop,16,0.26,LogicLooper
user_359,python,python.OffByOne,14,0.29,LogicLooper
user_359,java,java.ArrayIndexOutOfBounds,12,0.34,LogicLooper
user_360,cpp,cpp.PointerErrors,2,0.92,PolyglotPro
user_360,python,python.AsyncAwait,1,0.93,PolyglotPro
user_360,java,java.ArrayIndexOutOfBounds,2,0.88,PolyglotPro
user_361,cpp,cpp.PointerErrors,17,0.22,PointerStruggler
user_361,cpp,cpp.MemoryLeaks,13,0.27,PointerStruggler
user_361,java,java.ArrayIndexOutOfBounds,11,0.53,PointerStruggler
user_362,java,java.NullPointerException,24,0.15,JavaNewbie
user_362,java,java.TypeMismatch,16,0.24,JavaNewbie
user_362,python,python.NameError,4,0.77,JavaNewbie
user_363,python,python.ListComprehension,32,0.91,Pythonista
user_363,python,python.AsyncAwait,3,0.85,Pythonista
user_363,cpp,cpp.OffByOne,10,0.52,Pythonista
user_364,cpp,cpp.InfiniteLoop,15,0.28,LogicLooper
user_364,python,python.OffByOne,13,0.31,LogicLooper
user_364,java,java.ArrayIndexOutOfBounds,11,0.36,LogicLooper
user_365,java,java.NullPointerException,2,0.90,PolyglotPro
user_365,cpp,cpp.PointerErrors,5,0.84,PolyglotPro
user_365,python,python.OffByOne,4,0.82,PolyglotPro
user_366,cpp,cpp.PointerErrors,21,0.18,PointerStruggler
user_366,cpp,cpp.MemoryLeaks,18,0.21,PointerStruggler
user_366,python,python.IndentationError,7,0.60,PointerStruggler
user_367,java,java.NullPointerException,26,0.12,JavaNewbie
user_367,java,java.StaticMethods,14,0.28,JavaNewbie
user_367,cpp,cpp.MemoryLeaks,8,0.48,JavaNewbie
user_368,python,python.ListComprehension,34,0.93,Pythonista
user_368,python,python.NameError,5,0.73,Pythonista
user_368,java,java.ArrayIndexOutOfBounds,5,0.75,Pythonista
user_369,cpp,cpp.InfiniteLoop,17,0.24,LogicLooper
user_369,python,python.OffByOne,15,0.26,LogicLooper
user_369,java,java.ArrayIndexOutOfBounds,13,0.31,LogicLooper
user_370,python,python.AsyncAwait,1,0.92,PolyglotPro
user_370,java,java.NullPointerException,2,0.87,PolyglotPro
user_370,cpp,cpp.PointerErrors,3,0.83,PolyglotPro
user_371,cpp,cpp.PointerErrors,18,0.21,PointerStruggler
user_371,cpp,cpp.MemoryLeaks,14,0.25,PointerStruggler
user_371,java,java.NullPointerException,10,0.52,PointerStruggler
user_372,java,java.NullPointerException,27,0.11,JavaNewbie
user_372,java,java.TypeMismatch,18,0.21,JavaNewbie
user_372,python,python.ValueError,6,0.64,JavaNewbie
user_373,python,python.ListComprehension,35,0.94,Pythonista
user_373,python,python.AsyncAwait,3,0.86,Pythonista
user_373,cpp,cpp.InfiniteLoop,11,0.44,Pythonista
user_374,cpp,cpp.InfiniteLoop,18,0.22,LogicLooper
user_374,python,python.OffByOne,16,0.24,LogicLooper
user_374,java,java.ArrayIndexOutOfBounds,14,0.30,LogicLooper
user_375,java,java.NullPointerException,1,0.94,PolyglotPro
user_375,cpp,cpp.PointerErrors,4,0.85,PolyglotPro
user_375,python,python.OffByOne,3,0.84,PolyglotPro
user_376,cpp,cpp.PointerErrors,22,0.15,PointerStruggler
user_376,cpp,cpp.MemoryLeaks,19,0.19,PointerStruggler
user_376,python,python.SyntaxError,8,0.58,PointerStruggler
user_377,java,java.NullPointerException,28,0.10,JavaNewbie
user_377,java,java.StaticMethods,15,0.26,JavaNewbie
user_377,cpp,cpp.OffByOne,9,0.49,JavaNewbie
user_378,python,python.ListComprehension,36,0.95,Pythonista
user_378,python,python.NameError,6,0.69,Pythonista
user_378,java,java.NullPointerException,3,0.83,Pythonista
user_379,cpp,cpp.InfiniteLoop,19,0.20,LogicLooper
user_379,python,python.OffByOne,17,0.22,LogicLooper
user_379,java,java.ArrayIndexOutOfBounds,15,0.28,LogicLooper
user_380,python,python.AsyncAwait,2,0.89,PolyglotPro
user_380,java,java.NullPointerException,1,0.93,PolyglotPro
user_380,cpp,cpp.MemoryLeaks,1,0.92,PolyglotPro
user_381,cpp,cpp.PointerErrors,19,0.20,PointerStruggler
user_381,cpp,cpp.MemoryLeaks,15,0.23,PointerStruggler
user_381,java,java.ArrayIndexOutOfBounds,12,0.50,PointerStruggler
user_382,java,java.NullPointerException,29,0.09,JavaNewbie
user_382,java,java.TypeMismatch,19,0.19,JavaNewbie
user_382,python,python.IndentationError,7,0.63,JavaNewbie
user_383,python,python.ListComprehension,37,0.96,Pythonista
user_383,python,python.AsyncAwait,4,0.82,Pythonista
user_383,cpp,cpp.PointerErrors,25,0.12,Pythonista
user_384,cpp,cpp.InfiniteLoop,20,0.18,LogicLooper
user_384,python,python.OffByOne,18,0.20,LogicLooper
user_384,java,java.ArrayIndexOutOfBounds,16,0.25,LogicLooper
user_385,cpp,cpp.PointerErrors,2,0.91,PolyglotPro
user_385,java,java.NullPointerException,2,0.89,PolyglotPro
user_385,python,python.NameError,2,0.87,PolyglotPro
user_386,cpp,cpp.PointerErrors,23,0.14,PointerStruggler
user_386,cpp,cpp.MemoryLeaks,20,0.17,PointerStruggler
user_386,python,python.TypeError,6,0.66,PointerStruggler
user_387,java,java.NullPointerException,30,0.08,JavaNewbie
user_387,java,java.StaticMethods,16,0.25,JavaNewbie
user_387,cpp,cpp.InfiniteLoop,10,0.45,JavaNewbie
user_388,python,python.ListComprehension,38,0.97,Pythonista
user_388,python,python.NameError,7,0.67,Pythonista
user_388,java,java.TypeMismatch,7,0.68,Pythonista
user_389,cpp,cpp.InfiniteLoop,21,0.17,LogicLooper
user_389,python,python.OffByOne,19,0.19,LogicLooper
user_389,java,java.ArrayIndexOutOfBounds,17,0.23,LogicLooper
user_390,java,java.NullPointerException,1,0.92,PolyglotPro
user_390,python,python.AsyncAwait,3,0.85,PolyglotPro
user_390,cpp,cpp.OffByOne,2,0.86,PolyglotPro
user_391,cpp,cpp.PointerErrors,20,0.19,PointerStruggler
user_391,cpp,cpp.MemoryLeaks,16,0.22,PointerStruggler
user_391,java,java.NullPointerException,11,0.51,PointerStruggler
user_392,java,java.NullPointerException,31,0.07,JavaNewbie
user_392,java,java.TypeMismatch,20,0.17,JavaNewbie
user_392,python,python.NameError,6,0.65,JavaNewbie
user_393,python,python.ListComprehension,39,0.98,Pythonista
user_393,python,python.AsyncAwait,5,0.80,Pythonista
user_393,cpp,cpp.MemoryLeaks,22,0.15,Pythonista
user_394,cpp,cpp.InfiniteLoop,22,0.16,LogicLooper
user_394,python,python.OffByOne,20,0.17,LogicLooper
user_394,java,java.ArrayIndexOutOfBounds,18,0.22,LogicLooper
user_395,cpp,cpp.PointerErrors,1,0.95,PolyglotPro
user_395,python,python.ListComprehension,2,0.90,PolyglotPro
user_395,java,java.StaticMethods,2,0.88,PolyglotPro
user_396,cpp,cpp.PointerErrors,24,0.13,PointerStruggler
user_396,cpp,cpp.MemoryLeaks,21,0.16,PointerStruggler
user_396,python,python.IndentationError,8,0.57,PointerStruggler
user_397,java,java.NullPointerException,32,0.06,JavaNewbie
user_397,java,java.StaticMethods,17,0.23,JavaNewbie
user_397,cpp,cpp.PointerErrors,12,0.41,JavaNewbie
user_398,python,python.ListComprehension,40,0.99,Pythonista
user_398,python,python.NameError,8,0.64,Pythonista
user_398,java,java.ArrayIndexOutOfBounds,6,0.72,Pythonista
user_399,cpp,cpp.InfiniteLoop,23,0.14,LogicLooper
user_399,python,python.OffByOne,21,0.15,LogicLooper
user_399,java,java.ArrayIndexOutOfBounds,19,0.21,LogicLooper
user_400,python,python.AsyncAwait,1,0.88,PolyglotPro
user_400,java,java.NullPointerException,2,0.84,PolyglotPro
user_400,cpp,cpp.InfiniteLoop,2,0.83,PolyglotPro
user_401,cpp,cpp.PointerErrors,15,0.24,PointerStruggler
user_401,cpp,cpp.MemoryLeaks,11,0.30,PointerStruggler
user_401,java,java.ArrayIndexOutOfBounds,13,0.49,PointerStruggler
user_402,java,java.NullPointerException,22,0.17,JavaNewbie
user_402,java,java.TypeMismatch,14,0.26,JavaNewbie
user_402,python,python.ValueError,5,0.71,JavaNewbie
user_403,python,python.ListComprehension,30,0.89,Pythonista
user_403,python,python.AsyncAwait,2,0.87,Pythonista
user_403,cpp,cpp.OffByOne,9,0.53,Pythonista
user_404,cpp,cpp.InfiniteLoop,13,0.31,LogicLooper
user_404,python,python.OffByOne,11,0.34,LogicLooper
user_404,java,java.ArrayIndexOutOfBounds,9,0.40,LogicLooper
user_405,cpp,cpp.PointerErrors,5,0.83,PolyglotPro
user_405,java,java.NullPointerException,3,0.86,PolyglotPro
user_405,python,python.AsyncAwait,2,0.89,PolyglotPro
user_406,cpp,cpp.PointerErrors,19,0.20,PointerStruggler
user_406,cpp,cpp.MemoryLeaks,16,0.22,PointerStruggler
user_406,python,python.SyntaxError,6,0.61,PointerStruggler
user_407,java,java.NullPointerException,24,0.15,JavaNewbie
user_407,java,java.StaticMethods,12,0.31,JavaNewbie
user_407,cpp,cpp.InfiniteLoop,7,0.50,JavaNewbie
user_408,python,python.ListComprehension,32,0.91,Pythonista
user_408,python,python.NameError,2,0.82,Pythonista
user_408,java,java.TypeMismatch,3,0.79,Pythonista
user_409,cpp,cpp.InfiniteLoop,15,0.27,LogicLooper
user_409,python,python.OffByOne,13,0.29,LogicLooper
user_409,java,java.ArrayIndexOutOfBounds,11,0.35,LogicLooper
user_410,cpp,cpp.PointerErrors,3,0.87,PolyglotPro
user_410,python,python.AsyncAwait,2,0.85,PolyglotPro
user_410,java,java.ArrayIndexOutOfBounds,2,0.82,PolyglotPro
user_411,cpp,cpp.PointerErrors,16,0.23,PointerStruggler
user_411,cpp,cpp.MemoryLeaks,12,0.27,PointerStruggler
user_411,java,java.NullPointerException,12,0.48,PointerStruggler
user_412,java,java.NullPointerException,23,0.16,JavaNewbie
user_412,java,java.TypeMismatch,15,0.24,JavaNewbie
user_412,python,python.NameError,3,0.78,JavaNewbie
user_413,python,python.ListComprehension,31,0.90,Pythonista
user_413,python,python.AsyncAwait,3,0.84,Pythonista
user_413,cpp,cpp.MemoryLeaks,18,0.19,Pythonista
user_414,cpp,cpp.InfiniteLoop,14,0.29,LogicLooper
user_414,python,python.OffByOne,12,0.32,LogicLooper
user_414,java,java.ArrayIndexOutOfBounds,10,0.37,LogicLooper
user_415,java,java.NullPointerException,2,0.88,PolyglotPro
user_415,cpp,cpp.PointerErrors,6,0.81,PolyglotPro
user_415,python,python.OffByOne,5,0.79,PolyglotPro
user_416,cpp,cpp.PointerErrors,20,0.18,PointerStruggler
user_416,cpp,cpp.MemoryLeaks,17,0.21,PointerStruggler
user_416,python,python.IndentationError,9,0.55,PointerStruggler
user_417,java,java.NullPointerException,25,0.13,JavaNewbie
user_417,java,java.StaticMethods,13,0.29,JavaNewbie
user_417,cpp,cpp.MemoryLeaks,9,0.46,JavaNewbie
user_418,python,python.ListComprehension,33,0.92,Pythonista
user_418,python,python.NameError,4,0.76,Pythonista
user_418,java,java.ArrayIndexOutOfBounds,4,0.77,Pythonista
user_419,cpp,cpp.InfiniteLoop,16,0.25,LogicLooper
user_419,python,python.OffByOne,14,0.27,LogicLooper
user_419,java,java.ArrayIndexOutOfBounds,12,0.32,LogicLooper
user_420,python,python.AsyncAwait,2,0.86,PolyglotPro
user_420,java,java.NullPointerException,3,0.82,PolyglotPro
user_420,cpp,cpp.PointerErrors,4,0.80,PolyglotPro
user_421,cpp,cpp.PointerErrors,17,0.21,PointerStruggler
user_421,cpp,cpp.MemoryLeaks,13,0.26,PointerStruggler
user_421,java,java.NullPointerException,13,0.47,PointerStruggler
user_422,java,java.NullPointerException,26,0.12,JavaNewbie
user_422,java,java.TypeMismatch,17,0.22,JavaNewbie
user_422,python,python.ValueError,7,0.60
